full_text;conversation_id_str
"Penampilan Zee maupun Arbani jelas jauh dari kata mengecewakan-- tapi jalan cerita, karakterisasi, dan dialog yang ngawang"" di sana sini bikin kami ga bisa merasakan keseruan dan manisnya kisah cinta yang terjadi antara Ancika dan Dilan.   Sebuah adaptasi yang serba nanggung. https://t.co/g8vXO03cfC""";1747572554855068107
Pada akhirnya kalo kalian emang baca buku-nya Ancika dan penasaran pengen nonton adaptasinya seperti apa dan atau emang ngefans sama Zee atau Arbani kayanya masih bisa asik-asik aja menonton film ini. https://t.co/OdlxNP1zD9;1747572554855068107
"Sepanjang film kami berpikir seandainya berbagai macam adegan yang ga penting di sana sini bisa di-cut dan didistribusikan lebih banyak untuk mempertebal"" jalinan cerita antara Ancika dan Dilan kayanya bakal bikin filmnya sedikit lebih menyenangkan. https://t.co/4GyuBkKwyl""";1747572554855068107
"Dan yang cukup mengganggu memasuki paruh akhir film mendadak berasa serba buru-buru dan pengen cepet-cepet dikelarin aja.  Akibatnya ya filmnya secara keseluruhan ga berasa ada klimaksnya sama sekali. Semua serba flat, cara filmnya ditutup pun ya udah gitu aja"". https://t.co/MqSbcWodfr""";1747572554855068107
"Ditambah untuk urusan dialog dan aksen sunda pun film ini masih mengalami problem yang sama dengan beberapa film lokal lain.  Beberapa selipan dialog berbahasa sunda-nya ga cukup nyaman untuk didengarkan, dan ngasih kesan: yang penting ada euy""-nya 😭 https://t.co/6vAFPIJU5u""";1747572554855068107
"Selipan monolog di filmnya pun ga cukup informatif ngasih info tambahan terhadap karakter maupun memperjelas sub plot.  Monolog-monolognya berasa out of place, kesannya ya udah nih ada monolog kaya di novelnya"" tanpa berhasil jadi elemen pemanis yang bikin filmnya lebih hidup. https://t.co/xg3lsTjEvl""";1747572554855068107
Kehadiran beberapa supporting character ga sekali dua kali ngasih kesan yang sebenernya ga penting-penting amat.  Kayanya beberapa karakter diilangin pun ga ngaruh apa-apa terhadap jalan cerita utama maupun selingan subplot-nya. https://t.co/9Oywqqnuli;1747572554855068107
Kisah cinta Ancika dan Dilan pun berasa serba instan.  Dilan tiba-tiba dibikin suka Ancika. Ancika ga butuh waktu lama untuk mendadak tertarik pada Dilan. Ga ada eskalasi romansanya sama sekali.  Ga seseru tarik ulur cinta-cintaan antara Dilan dan Milea di film2 sebelumnya. https://t.co/aEXrO3Gs18;1747572554855068107
Ya kesannya meskipun Zee dan Arbani mampu berakting menghidupkan karakter mereka masing-masing dengan baik tapi ga ada chemistry manis yang terlihat.  Berbagai macam adegan dan dialog di film ini ga menyuport kisah romansa yang dua karakter utama ini coba bangun. Anyep. https://t.co/v0xez8bBG7;1747572554855068107
"Meski Zee tampil dengan cukup baik menghidupkan karakter Ancika pun Arbani juga tak kalah menarik dengan ngasih kesan fresh"" lewat Dilan versi-nya sendiri-- tapi sayang kami ga ngerasain chemistry cinta-cintaan yang solid dari berbagai macam adegan dan dialog dr mereka berdua. https://t.co/PFrUNvdzab""";1747572554855068107
"Arbani ga yang sepenuhnya fail juga memerankan Dilan Dewasa, tapi ya Dilan yang diperankan Iqbaal buat kami masih lebih mengena.  Dialog, gestur, dan celetukan konyol khas Dilan berasa lebih hidup"" dipresentasi lewat intonasi + ekspresi versi Iqbaal ketimbang versi Arbani. https://t.co/wm7VS0ZMIM""";1747572554855068107
"Sedangkan Arbani Yasiz sebagai Dilan (baru), buat kami yang baca seluruh novelnya-- vibe Dilan-nya ga sekuat"" apa yang sudah ditampilkan oleh Iqbaal.   Mungkin faktor Iqbaal punya jam terbang sebagai Dilan yang lebih lama (3 film) ketimbang Arbani yang baru muncul dalam 1 film. https://t.co/opMpM5BgCi""";1747572554855068107
"Pertama dan utama mari ngomongin 2 karakter utamanya.  Zee berhasil memainkan sekaligus menghidupkan karakter Ancika versi live action dengan cukup baik.  Sifat cuek, jutek dan malu-malu-mau"" yang tergambar di novel mampu divisualisasikan dengan baik oleh Zee. Seneng liatnya ❤️ https://t.co/V5ypYpHK9n""";1747572554855068107
"Dihandle oleh tim yang berbeda, reboot"" Dilan Universe kali ini cukup menimbulkan mix feeling bagi kami pribadi.  Keputusan mengganti main cast dan beberapa supporting cast lain di 3 film yang udah dibikin sebelumnya sejujurnya bikin ganjel di sana sini saat menontonnya. https://t.co/JFhDmpr67c""";1747572554855068107
"Melanjutkan keberlangsungan Dilan Universe.  Secara garis besar Ancika: Dia Yang Bersamaku 1995"" melanjutkan kisah hidup Dilan pasca putus dengan Milea.  Sesuai judulnya: Ancika, perempuan ini akan menjadi karakter utama yang berperan penting thd kehidupan Dilan selanjutnya. https://t.co/noklhiPDCD""";1747572554855068107
Oke berikut review kami untuk Ancika: Dia Yang Bersamaku 1995 (2024)  #wmidreview https://t.co/kiw4sefinO;1747572554855068107
13 Bom di Jakarta (2024) Rating: Indodax The Movie / 10 https://t.co/c0GRFLdmnY;1744292786508357698
Pada akhirnya, 13 Bom di Jakarta ini merupakan sebuah project action AMBISIUS yang sayangnya ga berakhir MULUS karena urusan cerita dan karakterisasi yang ga digarap dengan cukup SERIUS.  Tapi kalo fokusnya cuma pengen liat film action jedar jeder doang ini cukup fun kok 👌 https://t.co/xk4DDYH6a0;1744292786508357698
Meski actionnya memang digarap segitu totalnya-- tapi sayang hal tersebut ga dibarengi dengan penyampaian cerita yang nyaman diiikuti.   Yang bikin kita ga terlalu mau peduli juga dengan nasib protagonis maupun antagonisnya.  Rasanya cuma pengen cepet2 filmnya kelar aja. https://t.co/yowH0JiYVY;1744292786508357698
"Ngomongin akting kayanya cuma Lutesha di film ini yang terasa HIDUP ❤️  Meski Lutesha dan Ardhito blas sama sekali ga believable sebagai karakter sepasang kekasih 😭 tapi ntah gimana caranya Lutesha tetep bisa bikin kararternya segitu punya nyawa"" nya. Salut 👌 https://t.co/ehhSAL9CM6""";1744292786508357698
"Masih soal dialog..  Buat kami yang awam, beraneka macam istilah crypto yang disebukan di film ini terasa cukup membingungkan untuk didengarkan terutama tanpa adanya subtitle.  Ga sekali dua kali kami bergumam: Hah itu barusan tadi ngomong apaan?"" https://t.co/rpUJBknh7z""";1744292786508357698
"Sejujurnya cukup melelahkan dihujani action sana sini tanpa pengembangan cerita dan motivasi karakter protagonis maupun antagonis yang digarap dengan baik.   Ditambah hampir di setiap adegan yang ada dialognya, kek ga berasa ngobrol"" nya. Bahkan para aktor senior sekalipun. https://t.co/WFuO2TVklI""";1744292786508357698
Fakta bahwa product placement di film ini digarap semasif itu sangat mengejutkan kami.  Ga nyangka ternyata product placement nya dibikin se-ngaruh itu ke jalan cerita... malah lebih layak jadi biopic sendiri 😭  Alih-alih niat bikin serius, malah jadi cringe sendiri. https://t.co/ilAqDLmp1w;1744292786508357698
Ditambah kami suka banget suasana thrilling-nya bisa digarap dengan cukup baik lewat aransemen Abel Huray  Vibe-vibe mencekamnya kota Jakarta ditambah visual yang redup remang2 di mana mana bikin ya kita cukup percaya Jakarta lagi dilanda teror. https://t.co/ZaKhiZ0HZi;1744292786508357698
Urusan adegan tembak menembak juga terasa begitu immersif, dipadu dengan practical effect yang mumpuni.  Parade lesatan peluru di mana-mana terasa begitu nyaring di telinga dan begitu berisik.  Penonton semacam diajak buat ikut baku tembak selama di bioskop. Soundnya manteb 👌 https://t.co/D2UlVExVSR;1744292786508357698
Sejak awal dengan sangat percaya diri mendeklarasikan diri-nya sebagai Film Action Terbesar Tahun 2023.  Menit-menit awal langsung disambut dengan adegan meledakkan mobil dengan bazzoka.  Wow sungguh luar biasa. Sudah sangat action sejak awal! https://t.co/wnKw2Bo2Lo;1744292786508357698
13 Bom di Jakarta  Ceritanya tentang apa? Sesuai judulnya, sebuah orgasisasi kejahatan melakukan serangkaian teror dengan berencana untuk meledakkan 13 Bom di kota Jakarta.   That's it.  https://t.co/nfBvoiZyap;1744292786508357698
Oke berikut review kami untuk 13 Bom di Jakarta (2024)  #wmidreview https://t.co/OPR1slQUPV;1744292786508357698
Trinil: Kembalikan Tubuhku (2024) Rating: Maumu Apa Setan / 10 https://t.co/mSeaOEaV7e;1744236248934633980
Ya intinya kalo kalian butuh tontonan yang menghibur tapi butuh dikagetin juga, film horor campy yang satu ini bisa dipertimbangkan buat ditonton. https://t.co/zHVueAiJy2;1744236248934633980
Entah sengaja apa nggak, tapi kami rasa film ini nyempilin beberapa easter eggs di scene-scenenya 😂  Mulai dari selipan konten film2 horror populer sampe teori2 liar dari menfess yang saking ajaib teorinya sampe bikin melongo dan bikin ngakak 😂 https://t.co/FhJCQjCbon;1744236248934633980
Kalo dari acting sih menurut kami yang menonjol cuma duo cegil ibu dan anak Rahayu (Wulan Guritno) dan Rara (Carmela Van Der Kruk).  Kalo sisanya yaaa canggung canggung oke lah meskipun chemistry tiap karakter gak terlalu kebentuk. Dan untuk logat bahasanya pun nice. https://t.co/fSPOIvSap8;1744236248934633980
Shots di film ini pun indah-indah memanjakan mata.  Dan kalo ada scene gelap, gelapnya pun pas alias masih bisa keliatan apa yang terjadi di layar. https://t.co/oibApgALj6;1744236248934633980
Ya meskipun menghibur, tapi tetap aja ceritanya kerasa terlalu lama.  Alurnya pun yaaa kalo beneran nontonnya sambil mikir mah pasti pusing.  Jadi mending nontonnya jangan sambil mikir. 👍 https://t.co/RlmZVjkWLb;1744236248934633980
Kenapa begitu? Karena film horor campy ini penuh dengan kekonyolan di sana-sini tapi pas lagi konyol-konyolnya lu dikagetin.  Sampe-sampe bingung mau teriak apa ketawa, pokoknya campur aduk deh rasanya. https://t.co/OPLNUSrVch;1744236248934633980
Mengejutkannya, film ini bisa kami bilang menghibur dengan cara yang paling aneh yang bisa dibayangkan.  Kalo boleh kami saranin sebelum nonton, tinggalin dulu ekspektasi soal film horor yang menegangkan dan serius.  Percayalah, dengan begitu akan terasa lebih enjoyable. 😭👌 https://t.co/5pGjeiik11;1744236248934633980
Hal pertama yang bisa bikin kami takjub dari film ini adalah set productionnya.  Nuansa tahun '70-'80an yang dihadirkan di sepanjang film cukup on point dan bener-bener kerasa jadulnya, meski tetep aja ada yang miss tapi sangat sangat minor. https://t.co/JezVQPBbbb;1744236248934633980
Film yang diangkat dari drama radio era '80-an ini tentu membuat penasaran, gimana sih teror audial jika dibuat juga bentuk visualnya? https://t.co/DwxzO5cMAc;1744236248934633980
Hanung Bramantyo melakukan comeback untuk mengulik film horor dengan judul Trinil yang berkisah tentang Rara dan Sutan yang dihantui teror setelah mereka kembali dari bulan madunya.  https://t.co/AghjDF9pE9;1744236248934633980
Oke berikut review kami untuk Trinil: Kembalikan Tubuhku (2024)  #wmidreview https://t.co/W4bTQmq1EO;1744236248934633980
Night Swim (2024) Rating: You’re Supposed to say Polo! / 10 https://t.co/sFpOXrIlhb;1742395671423205424
Overall, Film Night Swim cukup memberikan something yg fresh untuk film horror di pembuka awal tahun 2024.  Apalagi duet maut James Wan dan Jason Blum sebagai bapak produser. https://t.co/uiKGBnV5m8;1742395671423205424
Karena jujur menurut kami lore nya sangat menarik. Atau mungkin emang sengaja disimpen buat nanti dibikin sequel/prequelnya. Kita tunggu saja. https://t.co/nfEmcD7TXU;1742395671423205424
Minusnya sih lore dari si kolam renang atau airnya itu sendiri yg menurut kami masih agak kurang dieksplor lebih jauh dan lebih dalam lagi misterinya. https://t.co/RBOs3AOZQ0;1742395671423205424
Jajaran cast nya pun boleh dibilang cukup oke.  Wyatt Russell dan Kerry Condon berhasil meyakinkan dalam membawakan peran orang tua dengan 2 anak cukup yg bersosialisasi bersama warga sekitar komplek.  Akting kerasukannya Wyatt Russell cukup 😱👌🏼 https://t.co/gSiPsj8qSj;1742395671423205424
Bahkan di awal2 tuh penampakan hantunya ga pake acara ngagetin yg gimana gitu.  Munculnya malah kek maling yg lagi ngendap2 di rumah orang. Jadi kitanya harus jeli dan waspada. Yah karena selain emang kebanyakan scene nya malem juga sih yah, jadi harus yg bener2 fokus ngeliatin… https://t.co/RfU322qtBe;1742395671423205424
Untuk urusan jumpscare, Bryce McGuire pun cukup apik dalam meracik jumpscare yg ga tiba2 sampe bikin orang jantungan. Tapi ada juga sih yg bikin terkaget-kaget.  Penampakan hantunya pun ga yg sering2 banget muncul. Tapi sekalinya muncul bikin kaget banget. https://t.co/SPDBeN7bgc;1742395671423205424
Kolaborasi antara James Wan dan Jason Blum yg sudah banyak menghasilkan film2 horror yg ikonik tentu saja bikin film Night Swim ini ditunggu banget sama para pecinta film horror. Rasanya kek double combo aja gitu. Ga sabar buat dikaget2in wkwk https://t.co/RoWZFJvuJu;1742395671423205424
Karena scene nya banyak di kolam renang yg which is main air, kami pun cukup breathe-in breathe-out sepanjang nonton filmnya. Apalagi kalo udah scene di dalem air, malem2 pula, berikut ada hantunya. Lengkap sudah parnonya. Apalagi pas bagian main game Marco Polo di kolam renang… https://t.co/UaDe4BSitj;1742395671423205424
Secara ide jujur film ini cukup menarik. Menggambarkan gimana kolam renang yg harusnya seru and fun, malah dibikin jadi menakutkan. https://t.co/BqBHIhMTna;1742395671423205424
Film ini dimulai dengan setting di tahun 1992 di rumah yang sama. Seorang anak kecil mendapati dirinya diteror sama hantu di kolam renang.   Jadi, ada apa dengan kolam renangnya? Kalau penasaran bisa ditonton dulu film pendeknya.  https://t.co/qIqKgUrlWK;1742395671423205424
Kalau di film pendeknya si hantu cuma neror cewek yg renang sendiri malem2 dan ngilang, di film yg berdurasi sekitar 90 menit ini yg kena teror sekeluarga. https://t.co/8BwDA3f41z;1742395671423205424
Berdasarkan film pendek dengan judul yg sama yg rilis tahun 2014, Night Swim (2024) memberikan teror yg lebih jauh dan mencekam seputar kolam renang. https://t.co/gGycEG1Z9f;1742395671423205424
Menceritakan tentang keluarga Waller yang pindah kerumah baru yang ada kolam renang di belakang rumahnya, setelah dia memutuskan untuk pensiun dini dari bermain bisbol karena penyakit yang dideritanya. https://t.co/F2j5pduRGl;1742395671423205424
Punya rumah yg ada kolam renangnya sudah tentu idaman banget.  Tapi kalo kolam renangnya ada penghuninya? Auto pindah rumah sih kayaknya. https://t.co/05ce1S4A2N;1742395671423205424
Oke berikut review kami untuk Night Swim (2024)  #wmidreview https://t.co/ZsfRMxAjgZ;1742395671423205424
Dune Part Two (2024) Rating: Sepupu / 10 https://t.co/ojyU7JCuBg;1762416782823014806
Intinya, kalau kamu mendalami cerita Dune: Part One, kamu akan amat sangat menikmati eksplorasi karakter, world building, dan politik konspirasi yang ada di Dune: Part Two.  Waktu 2 jam 46 menit itu kerasa kurang, karena pacing dan plot ceritanya JUARA.  Highly Recommended! https://t.co/jQl1jyqPwZ;1762416782823014806
Akhir cerita di Dune: Part Two memang gantung, karena memang epik finalenya sudah dikonfirmasi akan hadir di film Dune: Part Three.  Jujur, dengan magnitude cerita sebesar ini, kita yakin kalau Dune: Part Three bakal JAUH lebih epik dibandingkan dua film sebelumnya! https://t.co/pMWQNiQ0Ap;1762416782823014806
Dan tentu saja, bukan film Dennis Villeneuve kalau ga ada plot twist yang mengejutkan. Ada dua kejadian yang bikin satu bioskop tercengang:  1. Pas karakter 'rahasia' muncul dan berbicara 2. Pas tahu background dari karakter 'itu' dan 'anu'  Bener-bener 🤯 https://t.co/neseWyJoaf;1762416782823014806
Yang jadi juara, tema agama, perang suci, bangkitnya Lisan Al-Ghaib alias Mahdi sebagai nabi benar-benar jadi cerita sentral yang diamplifikasi dari visual, karakter, scoring, plot, pacing, sampai detail-detail kecil dalam film.  Propaganda ramalan beneran nyampe ke penontonnya! https://t.co/o034miZFty;1762416782823014806
Kalo bingung dengan istilah Harkonenn, Fremen, Benne Gesserit dll silakan cek rangkuman thread kami di bawah ini ⤵️  https://t.co/aAWUH48sgQ;1762416782823014806
Dari segi world building, Dune: Part Two juga ngasih kita perspektif yang JAUH lebih dalam.  Kita diperlihatkan Harkonenn dengan detail, apa itu 'Way of the desert' yang dilakukan oleh Fremen, hingga detail konspirasi yang dibuat oleh para Benne Gesserit.   Ceritanya flawless https://t.co/MyrfKQ0JGg;1762416782823014806
Dune: Part Two ngasih penontonnya seting cerita yang semakin luas.  Kita diperlihatkan wilayah baru dari planet Arrakis, tempat sakral dan banyak rahasia-rahasia di dalamnya.  Secara visual udah ga perlu ditanya lagi, amat sangat memanjakan mata dari awal sampai akhir. https://t.co/ABGpvJde0C;1762416782823014806
Bintang-bintang di film pertama masih tampil prima di film kedua ini. Banyak juga karakter-karakter baru yang diperkenalkan, seperti Christopher Walken, Florence Pugh, Lea Seydoux dan Austin Butler.   Ada satu karakter rahasia juga, yang ternyata udah 'muncul' di trailer 👀 https://t.co/vvznCchncx;1762416782823014806
Berjeda 3 tahun dari film pertamanya, akhirnya kita bisa melanjutkan kisah dari semesta Dune.  Dune: Part Two menceritakan tentang 'reaksi' Paul Atreides atas apa yang dilakukan pada keluarganya. Dan 'reaksi' yang diperlihatkan AMAT. SANGAT. EPIK!  https://t.co/IE25bYuluT;1762416782823014806
Oke berikut review kami untuk Dune Part Two (2024)  #wmidreview https://t.co/OvVcvcjP6D;1762416782823014806
Pemandi Jenazah (2024) Rating: Sssst  / 10 https://t.co/5XLHrcxCB9;1761342601108578684
Pada akhirnya meskipun punya third act yang lemah dan eksekusinya menuju ending yang lumayan kedodoran.. secara garis besar film Pemandi Jenazah menghadirkan horor yang asik.  Berhasil ngasih sedikit angin segar ketika horor indonesia mulai terasa gitu-gitu aja.  Rekomendid! https://t.co/7d4cyccHhf;1761342601108578684
Cukup disayangkan, seandainya treatment jumpscare-nya ga dikemas berlebihan pun kayanya bakal fine-fine aja karena film ini dasarnya udah punya beberapa aspek yang oke banget sejak awal.  Kalo suspense-nya gak dibikin klimaks sama jumpscare kayanya mungkin bisa lebih asik 👌 https://t.co/x5GyTvshQk;1761342601108578684
Kami menyayangkan juga kehadiran sosok Arif yang diperankan Ibrahim Risyad meskipun punya andil dalam menghubungkan misteri tapi disajikan ga ada chemistry sama sekali dengan ibu dan kakaknya. https://t.co/mU7ykRCI3q;1761342601108578684
Ya intinya sebel aja sih, dua act pertamanya udah asik banget lho, semua terasa baik-baik aja sampe adegan (sok) investigasinya ngerusak semua.  Ketika adegan gali kubur itu muncul.. Kami kek yang “yahh penyakit lama” 🥲 https://t.co/u6c3P2Bks7;1761342601108578684
