created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Feb 28 02:52:16 +0000 2024;1762672034243592523;"FYI, FX's Shogun diadaptasi dari novel karya James Clavell.  Berseting tahun 1600an. Hiroyuki Sanada di sini berperan sebagai Lord Yoshi Toranaga.  https://t.co/fD1GVHCxTL https://t.co/suAh3Im89g";0;1;2;6;in;950632407530577920;1762670066062229634;WatchmenID;https://twitter.com/WatchmenID/status/1762672034243592523
Wed Feb 28 02:44:27 +0000 2024;1762670066062229634;"Baru aja nonton 2 episode pertama FX's Shogun di Disney+ Hotstar. BAGUS!!!  Harus diakui cukup lama panas-nya ni series, di episode pertamanya doang sih... tapi pas udah masuk episode 2.  Kejutannya lumayan bikin wah. https://t.co/mfmlI3cZCq";18;17;63;363;in;950632407530577920;1762670066062229634;WatchmenID;https://twitter.com/WatchmenID/status/1762670066062229634
Wed Feb 28 00:37:13 +0000 2024;1762638048670703848;"American Fiction, salah satu kandidat best picture Oscars tahun ini bisa ditonton di @PrimeVideoID 📌 https://t.co/wmTnmeSoPA";1;0;21;115;in;950632407530577920;1762638048670703848;WatchmenID;https://twitter.com/WatchmenID/status/1762638048670703848
Wed Feb 28 00:18:04 +0000 2024;1762633228509417831;"Tayang hari ini https://t.co/tahCKtOnvz";137;73;139;775;in;950632407530577920;1762633228509417831;WatchmenID;https://twitter.com/WatchmenID/status/1762633228509417831
Wed Feb 28 00:09:11 +0000 2024;1762630995118104772;"PARASYTE The Grey Ini series.. https://t.co/nmTMcVFB8V";190;164;355;2844;en;950632407530577920;1762630995118104772;WatchmenID;https://twitter.com/WatchmenID/status/1762630995118104772
Tue Feb 27 23:47:15 +0000 2024;1762625474247930304;"lagi di mana auk dah random tiba2 ngejurus gitu, emang dasar bocah 😂   https://t.co/yMez3KdvZz";147;91;463;4236;in;950632407530577920;1762625474247930304;WatchmenID;https://twitter.com/WatchmenID/status/1762625474247930304
Tue Feb 27 12:22:11 +0000 2024;1762453072578838892;"Hari ini lagi main main ke Pasar Setan 👀👀💥💥  Yuk pada mau belanja apa? https://t.co/ChAfpvtaPz";1;6;4;32;in;950632407530577920;1762453072578838892;WatchmenID;https://twitter.com/WatchmenID/status/1762453072578838892
Tue Feb 27 10:40:10 +0000 2024;1762427397587230738;"Joko Anwar dan Asmara Abigail tentang film Women from Rote Island.  Meski layarnya sudah mulai terbatas... film ini masih tayang di Bioskop. Silakan kejar bagi yang penasaran.  ⚠Sebagai reminder, film ini mengandung adegan yang berpotensi memicu trauma penonton ⚠ https://t.co/v3tnl25IEZ";3;4;27;91;in;950632407530577920;1762427397587230738;WatchmenID;https://twitter.com/WatchmenID/status/1762427397587230738
Tue Feb 27 10:24:37 +0000 2024;1762423484234563704;"Dune Part Two (2024) Rating: Sepupu / 10 https://t.co/ojyU7JCuBg";15;7;8;49;in;950632407530577920;1762416782823014806;WatchmenID;https://twitter.com/WatchmenID/status/1762423484234563704
Tue Feb 27 10:22:47 +0000 2024;1762423023741845795;"Intinya, kalau kamu mendalami cerita Dune: Part One, kamu akan amat sangat menikmati eksplorasi karakter, world building, dan politik konspirasi yang ada di Dune: Part Two.  Waktu 2 jam 46 menit itu kerasa kurang, karena pacing dan plot ceritanya JUARA.  Highly Recommended! https://t.co/jQl1jyqPwZ";10;1;9;63;in;950632407530577920;1762416782823014806;WatchmenID;https://twitter.com/WatchmenID/status/1762423023741845795
Tue Feb 27 10:20:32 +0000 2024;1762422456835559889;"Akhir cerita di Dune: Part Two memang gantung, karena memang epik finalenya sudah dikonfirmasi akan hadir di film Dune: Part Three.  Jujur, dengan magnitude cerita sebesar ini, kita yakin kalau Dune: Part Three bakal JAUH lebih epik dibandingkan dua film sebelumnya! https://t.co/pMWQNiQ0Ap";10;3;11;62;in;950632407530577920;1762416782823014806;WatchmenID;https://twitter.com/WatchmenID/status/1762422456835559889
Tue Feb 27 10:17:25 +0000 2024;1762421671204708498;"Dan tentu saja, bukan film Dennis Villeneuve kalau ga ada plot twist yang mengejutkan. Ada dua kejadian yang bikin satu bioskop tercengang:  1. Pas karakter 'rahasia' muncul dan berbicara 2. Pas tahu background dari karakter 'itu' dan 'anu'  Bener-bener 🤯 https://t.co/neseWyJoaf";10;1;5;37;in;950632407530577920;1762416782823014806;WatchmenID;https://twitter.com/WatchmenID/status/1762421671204708498
Tue Feb 27 10:13:08 +0000 2024;1762420593176330585;"Yang jadi juara, tema agama, perang suci, bangkitnya Lisan Al-Ghaib alias Mahdi sebagai nabi benar-benar jadi cerita sentral yang diamplifikasi dari visual, karakter, scoring, plot, pacing, sampai detail-detail kecil dalam film.  Propaganda ramalan beneran nyampe ke penontonnya! https://t.co/o034miZFty";5;1;10;58;in;950632407530577920;1762416782823014806;WatchmenID;https://twitter.com/WatchmenID/status/1762420593176330585
Tue Feb 27 10:11:55 +0000 2024;1762420287776391417;"Kalo bingung dengan istilah Harkonenn, Fremen, Benne Gesserit dll silakan cek rangkuman thread kami di bawah ini ⤵️  https://t.co/aAWUH48sgQ";0;1;7;55;in;950632407530577920;1762416782823014806;WatchmenID;https://twitter.com/WatchmenID/status/1762420287776391417
Tue Feb 27 10:10:43 +0000 2024;1762419984993775889;"Dari segi world building, Dune: Part Two juga ngasih kita perspektif yang JAUH lebih dalam.  Kita diperlihatkan Harkonenn dengan detail, apa itu 'Way of the desert' yang dilakukan oleh Fremen, hingga detail konspirasi yang dibuat oleh para Benne Gesserit.   Ceritanya flawless https://t.co/MyrfKQ0JGg";1;2;1;35;in;950632407530577920;1762416782823014806;WatchmenID;https://twitter.com/WatchmenID/status/1762419984993775889
Tue Feb 27 10:08:21 +0000 2024;1762419392485446062;"Dune: Part Two ngasih penontonnya seting cerita yang semakin luas.  Kita diperlihatkan wilayah baru dari planet Arrakis, tempat sakral dan banyak rahasia-rahasia di dalamnya.  Secara visual udah ga perlu ditanya lagi, amat sangat memanjakan mata dari awal sampai akhir. https://t.co/ABGpvJde0C";0;2;6;57;in;950632407530577920;1762416782823014806;WatchmenID;https://twitter.com/WatchmenID/status/1762419392485446062
Tue Feb 27 10:06:59 +0000 2024;1762419046866366489;"Bintang-bintang di film pertama masih tampil prima di film kedua ini. Banyak juga karakter-karakter baru yang diperkenalkan, seperti Christopher Walken, Florence Pugh, Lea Seydoux dan Austin Butler.   Ada satu karakter rahasia juga, yang ternyata udah 'muncul' di trailer 👀 https://t.co/vvznCchncx";4;1;3;45;in;950632407530577920;1762416782823014806;WatchmenID;https://twitter.com/WatchmenID/status/1762419046866366489
Tue Feb 27 10:03:35 +0000 2024;1762418191324864605;"Berjeda 3 tahun dari film pertamanya, akhirnya kita bisa melanjutkan kisah dari semesta Dune.  Dune: Part Two menceritakan tentang 'reaksi' Paul Atreides atas apa yang dilakukan pada keluarganya. Dan 'reaksi' yang diperlihatkan AMAT. SANGAT. EPIK!  https://t.co/IE25bYuluT";3;1;8;65;in;950632407530577920;1762416782823014806;WatchmenID;https://twitter.com/WatchmenID/status/1762418191324864605
Tue Feb 27 09:57:59 +0000 2024;1762416782823014806;"Oke berikut review kami untuk Dune Part Two (2024)  #wmidreview https://t.co/OvVcvcjP6D";108;77;244;1441;in;950632407530577920;1762416782823014806;WatchmenID;https://twitter.com/WatchmenID/status/1762416782823014806
Tue Feb 27 09:55:11 +0000 2024;1762416077433442644;"Yak, beneran kejadian 😂  Sekali lagi selamat Agak Laen 👋 https://t.co/AJ49TiaQgT";989;888;4716;41192;in;950632407530577920;1762416077433442644;WatchmenID;https://twitter.com/WatchmenID/status/1762416077433442644
Tue Feb 27 08:42:51 +0000 2024;1762397874187624830;"cinema✨👌  https://t.co/LwHxknLkj5";204;171;1451;5224;et;950632407530577920;1762397874187624830;WatchmenID;https://twitter.com/WatchmenID/status/1762397874187624830
Tue Feb 27 04:35:28 +0000 2024;1762335618410192959;"I'M JUST KEN BAKAL LIVE DI OSCARS!!! 😂 https://t.co/8ZrL7T6SNe";15;5;52;275;ht;950632407530577920;1762335618410192959;WatchmenID;https://twitter.com/WatchmenID/status/1762335618410192959
Tue Feb 27 03:44:40 +0000 2024;1762322834414866467;"@bicaraboxoffice gpp bib, ini nge up kan sekalian biar nuntasin wkwkwkwk";0;0;0;0;in;950632407530577920;1762317563034533959;WatchmenID;https://twitter.com/WatchmenID/status/1762322834414866467
Tue Feb 27 03:31:31 +0000 2024;1762319523762581962;"Pemenang FFI 2023 ini masih tayang di (sebagian) bioskop di Indonesia.  Yang penasaran silakan kejar buat nonton di bioskop terdekat kalian. https://t.co/ufMf6mBAZY";5;4;14;70;in;950632407530577920;1762319523762581962;WatchmenID;https://twitter.com/WatchmenID/status/1762319523762581962
Tue Feb 27 03:11:57 +0000 2024;1762314600719237570;"Kalo lebih butuh video essay DUNE dan punya waktu luang sekitar 1.5 jam bisa dilirik dan ditandain nih  Tengkyu tambahan infonya @misedapkoya 🙌  https://t.co/diWIgVnrHx";0;2;0;9;in;950632407530577920;1762308966493937731;WatchmenID;https://twitter.com/WatchmenID/status/1762314600719237570
Tue Feb 27 03:09:38 +0000 2024;1762314018461753701;"Kalo thread-thread sebelumnya dirasa terlalu panjang, thread yang ini dikemas dengan lebih compact.  Sama, masih ngebahas universe-nya DUNE seperti apa tapi dengan tambahan key visual yang informatif.  Thread by @Cinefoxxid   https://t.co/3y2a2X5pGz";0;2;5;20;in;950632407530577920;1762308966493937731;WatchmenID;https://twitter.com/WatchmenID/status/1762314018461753701
Tue Feb 27 03:03:53 +0000 2024;1762312570567016684;"Nah kalo thread yang ini cocok buat yang udah nonton Part 1 tapi lupa jalan ceritanya kek apa..  Thread yang ini ngebahas full spoiler DUNE PART 1 dan beberapa poin ngebandingin dengan versi adaptasi versi 1984-nya.  Thread (masih) by @bicaraboxoffice 👋  https://t.co/WoSrFq01MY";0;2;4;37;in;950632407530577920;1762308966493937731;WatchmenID;https://twitter.com/WatchmenID/status/1762312570567016684
Tue Feb 27 03:02:09 +0000 2024;1762312132119654620;"......  tenang, ga ada nyelip nyelip link affliate kok 🙏  ......";0;2;0;7;in;950632407530577920;1762308966493937731;WatchmenID;https://twitter.com/WatchmenID/status/1762312132119654620
Tue Feb 27 02:59:19 +0000 2024;1762311421101273483;"@bicaraboxoffice Thread ini nge-breakdown trailer Dune Part One.   Ngebandingin beberapa hal yang ada di novel dan ngasih bridging ke berbagai macam visual di trailernya.  Thread by @bicaraboxoffice   https://t.co/iNsFAxOvlU";0;2;1;21;in;950632407530577920;1762308966493937731;WatchmenID;https://twitter.com/WatchmenID/status/1762311421101273483
Tue Feb 27 02:54:05 +0000 2024;1762310102227566926;"Thread yang menjelaskan dengan sangat baik UNIVERSE-nya DUNE.  Gambaran singkat tentang dunia-nya Dune seperti apa, lengkap dengan berbagai macam istilah dan penjelasannya.  Thread by @bicaraboxoffice   https://t.co/YRHHyf5zTF";0;2;10;56;in;950632407530577920;1762308966493937731;WatchmenID;https://twitter.com/WatchmenID/status/1762310102227566926
Tue Feb 27 02:49:34 +0000 2024;1762308966493937731;"Pengen nonton Dune Part Two?  Tapi lupa jalan CERITA Part 1-nya? Gambaran detail UNIVERSE nya seperti apa? KARAKTER ada siapa aja?  Kumpulan thread berikut mungkin bisa membantu kalian ⤵️ https://t.co/LvPmKadFjW";42;19;278;1290;in;950632407530577920;1762308966493937731;WatchmenID;https://twitter.com/WatchmenID/status/1762308966493937731
Tue Feb 27 02:22:13 +0000 2024;1762302082944774507;"Halo teman-teman WatchmenID Ada salam nih dari Aang dan Zuko 👋  Tonton sampe abis karena ada "post credit scene" nya 😂 https://t.co/IYUx0wQCBz";32;36;133;657;in;950632407530577920;1762302082944774507;WatchmenID;https://twitter.com/WatchmenID/status/1762302082944774507
Mon Feb 26 19:51:24 +0000 2024;1762203731641413717;"the one and only https://t.co/NdVEFkhmlV";588;250;1651;6153;en;950632407530577920;1762203731641413717;WatchmenID;https://twitter.com/WatchmenID/status/1762203731641413717
Mon Feb 26 09:54:57 +0000 2024;1762053628448407817;"@commaditya @WarnerBrosID ASIKNYA MENJADI SINEFIL";0;1;0;2;in;950632407530577920;1762052360791289886;WatchmenID;https://twitter.com/WatchmenID/status/1762053628448407817
Mon Feb 26 09:49:54 +0000 2024;1762052360791289886;"Bersiap menghadiri screening Dune Part Two! https://t.co/PHF07QbfwS";10;20;24;224;in;950632407530577920;1762052360791289886;WatchmenID;https://twitter.com/WatchmenID/status/1762052360791289886
Mon Feb 26 07:40:24 +0000 2024;1762019770873040957;"Siang ini diundang ke press screeningnya Bonnie!!!  Film ini adalah produksi dari Tawang Khan Production, yang bekerja sama dengan All Star Team Indonesia!  Bakalan action heavy banget, dengan ratusan stunt performer di setiap adegan aksinya 🔥💥🤯 gak sabar!! https://t.co/HgH5M958bL";1;0;3;16;in;950632407530577920;1762019770873040957;WatchmenID;https://twitter.com/WatchmenID/status/1762019770873040957
Mon Feb 26 05:59:38 +0000 2024;1761994409456058628;"Women from Rote Island, pemenang FFI 2023 ini meski sangat terbatas tapi masih tayang di bioskop. https://t.co/lnHi5aw9Hp";20;14;60;265;in;950632407530577920;1761994409456058628;WatchmenID;https://twitter.com/WatchmenID/status/1761994409456058628
Mon Feb 26 03:29:40 +0000 2024;1761956668945117546;"21 Maret di @NetflixID https://t.co/xpeieVqVla";39;31;146;745;ht;950632407530577920;1761956668945117546;WatchmenID;https://twitter.com/WatchmenID/status/1761956668945117546
Mon Feb 26 00:21:45 +0000 2024;1761909378347901079;"zutara is real  https://t.co/wHkLsovzZz";157;86;333;2170;hu;950632407530577920;1761909378347901079;WatchmenID;https://twitter.com/WatchmenID/status/1761909378347901079
Sun Feb 25 13:43:52 +0000 2024;1761748852783374827;"kalo harus nyebutin 1 JUDUL aja, film atau series yang kalian pengen nikmati sekali lagi PENGALAMAN NONTON PERTAMA KALI nya kalian bakal sebut apa? dan apa alasannya?";913;1220;137;1217;in;950632407530577920;1761748852783374827;WatchmenID;https://twitter.com/WatchmenID/status/1761748852783374827
Sun Feb 25 13:19:51 +0000 2024;1761742806740246830;"Sebagai pengingat, hari ini baru disebar sebagian stills-nya aja, pengumuman resmi tiap judulnya baru bakal di-announce di tanggal tanggal 29 FEBRUARI 2024. Tungguin!  #VidioOriginalSeries #RumahCeritaBertaburBintang https://t.co/zSdSr7VtKV";0;1;1;1;in;950632407530577920;1761723935685808405;WatchmenID;https://twitter.com/WatchmenID/status/1761742806740246830
Sun Feb 25 13:06:38 +0000 2024;1761739480783057273;"Tahun lalu kami sempet hadir juga dalam announcement ini. Jadi sangat antusias nungguin pengumuman tahun ini bakal seperti apa. Harus bisa lebih menarik.  Keseruan tahun lalu bisa dicek di sini  https://t.co/jWGmjtrtmE  #VidioOriginalSeries #RumahCeritaBertaburBintang";0;1;1;1;in;950632407530577920;1761723935685808405;WatchmenID;https://twitter.com/WatchmenID/status/1761739480783057273
Sun Feb 25 13:04:06 +0000 2024;1761738845081739650;"Yep… kalo merhatiin beberapa stills-nya harusnya ngeh ada beberapa judul yang ga asing dan merupakan perpanjangan season dari serial original yang udah ada. Tapi ada juga beberapa judul fresh yang baru nongol tahun ini.  #VidioOriginalSeries #RumahCeritaBertaburBintang https://t.co/eO9cyl1tF9";0;1;0;1;in;950632407530577920;1761723935685808405;WatchmenID;https://twitter.com/WatchmenID/status/1761738845081739650
Sun Feb 25 12:04:52 +0000 2024;1761723935685808405;"Halo halo, event tahunan-nya @Vidio buat mamerin berbagai macam judul series original mereka sebentar lagi bakal hadir.  Siapa aja nih "mata mata" berikut? https://t.co/Ynspmeef52";25;54;6;14;in;950632407530577920;1761723935685808405;WatchmenID;https://twitter.com/WatchmenID/status/1761723935685808405
Sun Feb 25 03:53:23 +0000 2024;1761600250941514141;"Sesuai prediksi, terjadi polarisasi. https://t.co/mG6xKQ4VeX";58;86;83;958;in;950632407530577920;1761600250941514141;WatchmenID;https://twitter.com/WatchmenID/status/1761600250941514141
Sun Feb 25 01:25:43 +0000 2024;1761563090276307417;"SAG Awards live di Netflix! https://t.co/yrKs1PAg7m";0;1;1;20;en;950632407530577920;1761563090276307417;WatchmenID;https://twitter.com/WatchmenID/status/1761563090276307417
Sun Feb 25 01:12:30 +0000 2024;1761559764067361275;"((VENOM &amp  GODZILLA)))";2;6;31;163;und;950632407530577920;1761559764067361275;WatchmenID;https://twitter.com/WatchmenID/status/1761559764067361275
Sat Feb 24 14:50:44 +0000 2024;1761403289994944978;"Bukan tipikal horor dengan full jumpscarenya yang bikin capek, Sinden Gaib menawarkan sebuah kisah yang benar utuh seperti kisah nyatanya dan terasa dekat dengan nuansa budaya Jawa.  Dan sekali lagi.. Sara Fajira top banget aktingnya.  Sedang tayang di bioskop. https://t.co/8N4SB3laxK";0;1;0;4;in;950632407530577920;1761400791091544264;WatchmenID;https://twitter.com/WatchmenID/status/1761403289994944978
Sat Feb 24 14:40:48 +0000 2024;1761400791091544264;"Sinden Gaib salah satu dari sekian horor Indonesia yang cukup nyaman dalam bercerita.  Kisahnya yang berdasarkan kisah nyata, sukses men-deliver nuansa yang mencekam dan terasa nyata.  Plus akting Sara Fajira keren banget di sini! https://t.co/S6oJyaf5q3";5;11;17;80;in;950632407530577920;1761400791091544264;WatchmenID;https://twitter.com/WatchmenID/status/1761400791091544264
Sat Feb 24 11:52:43 +0000 2024;1761358490516476106;"Nggak ah..";0;0;1;1;in;950632407530577920;1761358490516476106;WatchmenID;https://twitter.com/WatchmenID/status/1761358490516476106
Sat Feb 24 11:30:21 +0000 2024;1761352861374615818;"Pemandi Jenazah (2024) Rating: Sssst  / 10 https://t.co/5XLHrcxCB9";2;6;4;11;in;950632407530577920;1761342601108578684;WatchmenID;https://twitter.com/WatchmenID/status/1761352861374615818
Sat Feb 24 11:29:13 +0000 2024;1761352579660018164;"Pada akhirnya meskipun punya third act yang lemah dan eksekusinya menuju ending yang lumayan kedodoran.. secara garis besar film Pemandi Jenazah menghadirkan horor yang asik.  Berhasil ngasih sedikit angin segar ketika horor indonesia mulai terasa gitu-gitu aja.  Rekomendid! https://t.co/7d4cyccHhf";0;1;3;21;in;950632407530577920;1761342601108578684;WatchmenID;https://twitter.com/WatchmenID/status/1761352579660018164
Sat Feb 24 11:26:28 +0000 2024;1761351886630723947;"Cukup disayangkan, seandainya treatment jumpscare-nya ga dikemas berlebihan pun kayanya bakal fine-fine aja karena film ini dasarnya udah punya beberapa aspek yang oke banget sejak awal.  Kalo suspense-nya gak dibikin klimaks sama jumpscare kayanya mungkin bisa lebih asik 👌 https://t.co/x5GyTvshQk";0;1;2;11;in;950632407530577920;1761342601108578684;WatchmenID;https://twitter.com/WatchmenID/status/1761351886630723947
Sat Feb 24 11:23:15 +0000 2024;1761351074638946308;"Kami menyayangkan juga kehadiran sosok Arif yang diperankan Ibrahim Risyad meskipun punya andil dalam menghubungkan misteri tapi disajikan ga ada chemistry sama sekali dengan ibu dan kakaknya. https://t.co/mU7ykRCI3q";1;1;0;9;in;950632407530577920;1761342601108578684;WatchmenID;https://twitter.com/WatchmenID/status/1761351074638946308
Sat Feb 24 11:22:20 +0000 2024;1761350844044431833;"Ya intinya sebel aja sih, dua act pertamanya udah asik banget lho, semua terasa baik-baik aja sampe adegan (sok) investigasinya ngerusak semua.  Ketika adegan gali kubur itu muncul.. Kami kek yang “yahh penyakit lama” 🥲 https://t.co/u6c3P2Bks7";2;1;3;16;in;950632407530577920;1761342601108578684;WatchmenID;https://twitter.com/WatchmenID/status/1761350844044431833
Sat Feb 24 11:21:06 +0000 2024;1761350534236434607;"Sayang, memasuki paruh akhir film ini mengalami kemunduran dengan berbagai macam adegan klise khas film horor yang ga perlu.  Pun filmnya nampak kebingungan sendiri ngasih endingnya kaya apa. Paham isunya mau di bawa ke arah mana, tapi… kaya kebanyakan muter2 ga jelas dulu. https://t.co/zIe2lSV7Hz";1;1;5;19;in;950632407530577920;1761342601108578684;WatchmenID;https://twitter.com/WatchmenID/status/1761350534236434607
Sat Feb 24 11:19:15 +0000 2024;1761350070467961304;"Ga banyak, tapi lumayan seru presentasi horor yang disuguhkan film ini. Meskipun dengan jumpscare yang masih bisa ditebak, tetap saja sukses bikin kami ingin berkata kasar!  ....daaan, buat yang udah nonton, pasti tau betapa taik nya adegan “mengintip” di film ini wkwkwk 🥲 https://t.co/3DeQMiKb2K";4;1;4;23;in;950632407530577920;1761342601108578684;WatchmenID;https://twitter.com/WatchmenID/status/1761350070467961304
Sat Feb 24 11:16:15 +0000 2024;1761349314591535455;"Meskipun kami terus ditakut-takuti dari awal film, namun kami pun masih dikasih kesempatan buat nafas dengan sempilan-sempilan komedi di beberapa dialognya.  Memang ga banyak sih, tapi lumayan lah biar ga tegang terus. https://t.co/jzm2jZWeHZ";0;1;2;13;in;950632407530577920;1761342601108578684;WatchmenID;https://twitter.com/WatchmenID/status/1761349314591535455
Sat Feb 24 11:12:11 +0000 2024;1761348291114213429;"Ga cuma sukses dalam hal menakuti, tapi film ini juga mampu menjalankan tugasnya dengan cukup baik dalam urusan bikin penasaran para penontonnya.  Ga sepenuhnya mulus, tapi film ini berhasil menjaga tensi misterinya dengan cukup baik. Bikin penonton dipaksa stand by sampe akhir. https://t.co/3ueZeMSCRU";0;1;3;14;in;950632407530577920;1761342601108578684;WatchmenID;https://twitter.com/WatchmenID/status/1761348291114213429
Sat Feb 24 11:10:36 +0000 2024;1761347891610972254;"Secara teknik pengambilan gambar pun boleh kami bilang cukup oke dalam menyajikan sebuah ke-horor-an. Bagaimana jumpscare yang disajikan secara “close-up” di beberapa adegan, sungguh terlalu! https://t.co/aq8rR5Mm38";0;1;3;17;in;950632407530577920;1761342601108578684;WatchmenID;https://twitter.com/WatchmenID/status/1761347891610972254
Sat Feb 24 11:09:41 +0000 2024;1761347663839346690;"Ngomongin elemen horor, film ini berhasil menakuti penonton dengan presentasi jumpscare-nya, juga bikin ngilu, linu dan dipaksa memicingkan mata dengan parade visual berdarah-darah yang disajikannya.  Bahkan dari menit-menit awal film aja udah dibikin ga tenang nontonnya. https://t.co/Z5QMQM9r1a";2;1;3;15;in;950632407530577920;1761342601108578684;WatchmenID;https://twitter.com/WatchmenID/status/1761347663839346690
Sat Feb 24 11:04:54 +0000 2024;1761346459713380819;"Sedikit tambahan, kami cukup hepi film ini punya latar lokasi yang tidak mengharuskan para aktornya berdialog dalam bahasa daerah tertentu.  Meminimalisir hal-hal yang mengganjal ketika logatnya ga “masuk” di telinga. Problem yang kerap kali ditemui di film horor belakangan ini. https://t.co/Q6asHMRdD0";1;2;6;22;in;950632407530577920;1761342601108578684;WatchmenID;https://twitter.com/WatchmenID/status/1761346459713380819
Sat Feb 24 11:03:47 +0000 2024;1761346177226916239;"Chemistry antara Vonny Anggraini dan Aji Santosa sebagai Ibu dan Anak gak kalah mengharukan.  Bener-bener kerasa banget kedekatan hubungan dan kasih sayang di antara keduanya. Dan menariknya, itu bisa tersampaikan dengan baik meski screen timenya sangat terbatas. https://t.co/PHW229ow3p";2;1;2;22;in;950632407530577920;1761342601108578684;WatchmenID;https://twitter.com/WatchmenID/status/1761346177226916239
Sat Feb 24 11:00:57 +0000 2024;1761345464480452748;"Chemistry antara Aghniny Haque dan Djenar Maesa Ayu sebagai Ibu dan Anak pun bagus.  Kami bisa ikut merasakan “kehilangan” yang teramat. Dan chemistry itu pun masih kebawa hingga penghujung film.  Akting nangisnya bikin pengen meluk erat Aghniny 🥺🤗 https://t.co/1cAxQOVLCt";3;1;5;26;in;950632407530577920;1761342601108578684;WatchmenID;https://twitter.com/WatchmenID/status/1761345464480452748
Sat Feb 24 10:56:53 +0000 2024;1761344442571629038;"Cara bertutur yang baik ditunjang juga oleh performa akting yang baik, dan sorotan utama kami jelas kepada Aghniny Haque  Tanpa banyak nyeritain konteks cerita akting doi di sini BAGUS BANGET.  Bisa dibilang salah satu penampilan terbaik Aghniny sepanjang main film layar lebar. https://t.co/N28zz4ZMiQ";2;2;7;35;in;950632407530577920;1761342601108578684;WatchmenID;https://twitter.com/WatchmenID/status/1761344442571629038
